Date,Closing_Price,Highest_Price_Of_the_Day,Lowest_Price_Of_The_Day,Opening_Price_Of_The_Day,Volume_Sold
09-01-2020,3.167039633,3.242266155,3.159516801,3.171929186,21000
10-01-2020,3.283640623,3.302447343,3.212175517,3.212175517,15600
13-01-2020,3.23474288,3.366389171,3.23474288,3.366389171,13800
14-01-2020,3.242266178,3.345702961,3.197130265,3.197130265,9200
15-01-2020,3.230981827,3.253549601,3.208413694,3.253549601,10000
16-01-2020,3.26295352,3.26295352,3.204653011,3.212175484,19600
17-01-2020,3.227220058,3.351343879,3.200890872,3.283639847,9600
21-01-2020,3.136948824,3.309969993,3.09557397,3.309969993,8600
22-01-2020,3.114381075,3.117766206,3.095574354,3.114381075,13800
23-01-2020,3.148232937,3.166663372,3.140710464,3.166663372,4800
24-01-2020,3.091813087,3.150113597,3.084290256,3.150113597,10400
27-01-2020,3.076767683,3.202395952,3.076767683,3.103096875,7800
28-01-2020,2.95264411,3.139206013,2.809713522,3.118894868,22600
29-01-2020,3.039154291,3.039154291,2.911269027,3.009063683,10000
30-01-2020,2.982734203,3.042915597,2.922552989,2.997779507,7000
31-01-2020,2.994018316,3.019971582,2.933837101,2.971826466,8200
03-02-2020,3.039154291,3.573263124,2.952643703,3.573263124,9000
04-02-2020,3.095573902,3.372031841,3.054199408,3.054199408,8800
05-02-2020,3.306208372,3.306208372,3.125664742,3.185845952,3000
06-02-2020,3.295300722,3.340060708,3.189607309,3.246027468,4200
07-02-2020,3.325015068,3.385196278,3.234743253,3.36638956,29200
10-02-2020,3.272356749,3.396480599,3.272356749,3.392719542,8200
11-02-2020,3.249789,3.252797845,3.204653086,3.219322106,3400
12-02-2020,3.336299658,3.360748504,3.197130491,3.360748504,5400
13-02-2020,3.272356749,3.306208773,3.212175531,3.306208773,10200
14-02-2020,3.279879332,3.34382196,3.230982006,3.289282512,5000
18-02-2020,3.441616297,3.4566616,3.291163263,3.291163263,31600
19-02-2020,3.39648056,3.522861402,3.230982214,3.422810112,25800
20-02-2020,3.347583055,3.347583055,3.292291754,3.32501528,4000
21-02-2020,3.36150074,3.508568666,3.358115609,3.358867821,9400
24-02-2020,3.441616297,3.569501555,3.381435083,3.452900543,12600
25-02-2020,3.449139357,3.519476325,3.385196723,3.445377941,39600
26-02-2020,3.422809839,3.456661502,3.411525593,3.434845938,5800
27-02-2020,3.558217287,3.558217287,3.313731043,3.419048156,31800
28-02-2020,3.464184761,3.573263311,3.230982356,3.573263311,46400
02-03-2020,3.393095493,3.516843419,3.393095493,3.516843419,3600
03-03-2020,3.377673626,3.456661558,3.35510585,3.411525648,22000
04-03-2020,3.370151281,3.382563666,3.302447235,3.38143517,7400
05-03-2020,3.321253777,3.385196404,3.287401755,3.287401755,4400
06-03-2020,3.385196924,3.415287535,3.28740226,3.28740226,10600
09-03-2020,3.49051404,3.678580535,3.21593713,3.21593713,55200
10-03-2020,3.407764912,3.577024679,3.396480664,3.577024679,20200
11-03-2020,3.466066122,3.539411952,3.404004183,3.404004183,10600
12-03-2020,3.257312059,3.38519735,3.054200233,3.38519735,30000
13-03-2020,3.340060711,3.396480511,2.913149717,3.328400538,45200
16-03-2020,3.486752033,3.486752033,3.178322822,3.246026857,36000
17-03-2020,3.309970379,3.460423431,3.234743853,3.460423431,34600
18-03-2020,3.302447319,3.584547042,3.23474363,3.426571168,20800
19-03-2020,3.390838861,3.66353505,3.23850475,3.458542552,29600
20-03-2020,3.031632185,3.455534028,2.922553448,3.422810497,209600
23-03-2020,3.554456472,3.554456472,3.065483543,3.227220834,123400
24-03-2020,3.723716497,4.359381458,3.629683249,3.64848997,110000
25-03-2020,3.723716497,3.934351132,3.446882591,3.64848997,113200
26-03-2020,4.513595581,4.848354049,3.761329651,3.761329651,90800
27-03-2020,4.607628822,4.773127169,4.272870354,4.272870354,59800
30-03-2020,4.498549938,4.716707013,4.412039176,4.671571103,36600
31-03-2020,4.618911266,4.791932391,4.276630433,4.562491483,38200
01-04-2020,4.562492371,4.91680937,4.526759643,4.596344391,38600
02-04-2020,4.570015907,4.882206275,4.348097734,4.71670791,82800
03-04-2020,4.82578516,4.964954292,4.62643482,4.645241537,82800
06-04-2020,5.096601963,5.359142766,4.893490168,4.893490168,88800
07-04-2020,5.013852596,5.49530271,4.893490157,5.299713747,43000
08-04-2020,5.025136471,5.232009681,5.002568693,5.013852582,53600
09-04-2020,4.99880743,5.262100452,4.716707687,5.262100452,59800
13-04-2020,5.043942451,5.277144821,4.799456194,4.799456194,60400
14-04-2020,4.927341938,5.310997372,4.769366066,5.021375178,79800
15-04-2020,5.107885838,5.186873778,4.848354239,4.848354239,58800
16-04-2020,5.153021812,5.277145669,4.9047741,5.277145669,223600
17-04-2020,5.010090351,5.374939382,5.010090351,5.277144737,54000
20-04-2020,5.16430378,5.205678622,4.709183382,4.837068248,24000
21-04-2020,5.149260521,5.168067242,4.995046051,4.995046051,7600
22-04-2020,5.153021812,5.226367988,5.013852651,5.013852651,24800
23-04-2020,5.243293285,5.341087941,5.100363077,5.250816117,32400
24-04-2020,5.322280407,5.341087124,5.232008597,5.292189804,32400
27-04-2020,5.299713612,5.39750827,5.19439648,5.322281389,41000
28-04-2020,5.457688808,5.641993855,5.322280726,5.444524214,62800
29-04-2020,5.546080589,5.999320789,5.439259035,5.638233124,68600
30-04-2020,5.563006401,5.717220856,5.418195127,5.472734578,43400
01-05-2020,5.623188019,6.270136849,5.382463139,5.525393357,41000
04-05-2020,5.386222839,5.91092839,5.348609766,5.641993318,145400
05-05-2020,5.171827793,5.60438052,4.987522743,5.393746279,135000
06-05-2020,5.288430214,5.489661314,5.100363711,5.209442268,39400
07-05-2020,5.284667969,5.698413995,5.224486755,5.611903589,57200
08-05-2020,5.743550301,6.603014031,5.743550301,6.401782961,212200
11-05-2020,6.018126965,6.138489389,5.863912518,5.972991055,106400
12-05-2020,6.021888256,6.243054171,5.980513404,6.206193304,74800
13-05-2020,6.036932945,6.251329308,5.980513152,5.980513152,52600
14-05-2020,6.085829735,6.319031704,5.950421677,6.319031704,39000
15-05-2020,6.168580055,6.277658952,6.00308172,6.00308172,27000
18-05-2020,6.055740356,6.224999746,5.837583284,6.217477632,37400
19-05-2020,6.04069519,6.146012678,6.021888829,6.106518889,30000
20-05-2020,6.202432632,6.202432632,6.095234793,6.187387687,14800
21-05-2020,6.153535366,6.31903335,6.097114849,6.221239413,34600
22-05-2020,6.398021698,6.411938864,6.176103196,6.209955219,26600
26-05-2020,6.322794914,6.503339282,6.238541498,6.484532203,48000
27-05-2020,6.416828156,6.653792324,6.193029301,6.386737547,66400
28-05-2020,6.349124908,6.525907883,6.349124908,6.525907883,36600
29-05-2020,6.371692657,6.562015416,6.277659416,6.394260435,53800
01-06-2020,6.367931366,6.601133408,6.229890346,6.375454198,52800
02-06-2020,6.37921524,6.492055569,6.209955823,6.413067267,57000
03-06-2020,6.382975578,6.544712853,6.277658817,6.537190023,31200
04-06-2020,6.443157196,6.461964274,6.322794765,6.382975981,33000
05-06-2020,6.46948576,6.576683572,6.416826669,6.443155856,37800
08-06-2020,6.454440117,6.69328458,6.398020329,6.477007889,84200
09-06-2020,6.529666424,6.721494261,6.477007338,6.61429574,60000
10-06-2020,6.612416744,6.69328538,6.461963719,6.480770078,58800
11-06-2020,6.40178299,6.522145419,6.287062325,6.46572562,34600
12-06-2020,6.435635567,6.525907397,6.394260709,6.443157681,42600
15-06-2020,6.495816708,6.695166727,6.409306295,6.413066993,128400
16-06-2020,6.563519001,6.845618659,6.469485782,6.586086773,82600
17-06-2020,6.680121422,6.713973445,6.586088182,6.680121422,88200
18-06-2020,6.695166111,6.864050296,6.631223482,6.800483593,95400
19-06-2020,6.819291592,6.917086267,6.574805263,6.864427871,81800
22-06-2020,7.093867302,7.142764267,6.695165879,6.849380323,73000
23-06-2020,7.26312685,7.374086096,7.076941447,7.1653322,111000
24-06-2020,7.248082161,7.30450196,6.977265976,7.25936569,80200
25-06-2020,7.357158184,7.50385048,7.003593829,7.289454158,136200
26-06-2020,6.781677723,7.375967788,6.691405896,7.375967788,1054800
29-06-2020,6.98102808,7.135242548,6.740303196,6.808007249,111400
30-06-2020,7.165332317,7.187900811,6.968991161,7.099509339,45400
01-07-2020,7.142765045,7.206707679,7.005852523,7.157810708,47800
02-07-2020,7.165332317,7.360921621,7.026539456,7.225513531,59400
06-07-2020,7.582840443,7.601646804,7.270650113,7.270650113,49600
07-07-2020,7.334592342,7.643021239,7.293217489,7.488806791,73400
08-07-2020,7.492567539,7.526419558,7.30073967,7.383488652,33800
09-07-2020,7.210468292,7.673111624,7.16909344,7.515135764,47600
10-07-2020,7.481285095,7.552750566,7.146526957,7.146526957,53400
13-07-2020,7.624214649,8.075573734,7.398534748,7.398534748,75200
14-07-2020,8.180892944,8.350153085,7.673113239,7.810025775,118600
15-07-2020,8.07181263,8.241072741,7.921359596,8.241072741,58000
16-07-2020,7.887509346,8.105666474,7.840492717,8.105666474,36400
17-07-2020,8.177129745,8.237310956,7.846133085,7.846133085,47600
20-07-2020,8.805272102,8.820317764,8.041721973,8.041721973,106400
21-07-2020,9.030953407,9.079850382,8.782705685,8.805273464,133400
22-07-2020,8.921871185,9.124983274,8.745088999,9.012142986,64200
23-07-2020,8.869216919,9.245349953,8.82031994,8.993340792,50800
24-07-2020,8.692434311,8.80527393,8.541980529,8.703717842,57600
27-07-2020,9.32057476,9.422130112,8.790227358,8.805272303,91400
28-07-2020,9.192690849,9.305530464,9.106179713,9.298007632,42600
29-07-2020,9.162600517,9.44470028,9.11746424,9.44470028,28000
30-07-2020,9.140031815,9.320576204,9.004247776,9.027192199,32600
31-07-2020,9.061041832,9.249108286,8.955724359,9.249108286,25400
03-08-2020,9.102417946,9.164479511,8.797749731,9.106178644,29400
04-08-2020,9.083611488,9.124986346,8.899306411,9.121224931,42000
05-08-2020,9.18892765,9.222779672,9.098655833,9.098655833,77000
06-08-2020,9.723038673,10.11647363,9.140032064,9.214506385,121600
07-08-2020,9.54249382,9.967523763,9.354427334,9.926148907,87800
10-08-2020,9.328098297,9.501119854,9.286724154,9.486074189,53200
11-08-2020,8.752614021,9.365710421,8.645039543,9.365710421,98200
12-08-2020,8.906827927,8.959486307,8.557024186,8.775181257,83600
13-08-2020,8.861692429,9.015906886,8.745091411,8.925635061,33000
14-08-2020,9.042237282,9.15507689,8.8052731,8.910590594,61000
17-08-2020,8.406572342,9.293117918,8.286209902,9.045997985,82400
18-08-2020,8.432899475,8.538216943,7.938284521,8.462990078,72000
19-08-2020,8.447944641,8.45133013,8.278685266,8.361434246,55200
20-08-2020,8.33510685,8.391526654,8.049245696,8.308777656,52400
21-08-2020,8.545739174,8.587114022,8.244833143,8.308775764,56200
24-08-2020,8.7413311,8.854171434,8.620968652,8.756376765,39600
25-08-2020,8.97077179,8.97077179,8.513770158,8.786466714,53400
26-08-2020,8.86545372,9.027191007,8.760136951,8.967009791,28400
27-08-2020,8.888021469,8.950083751,8.801511061,8.806400973,24400
28-08-2020,9.08737278,9.08737278,8.933158315,8.95497424,18800
31-08-2020,8.997099876,9.106178055,8.910589473,9.094894526,26200
01-09-2020,9.102417946,9.158837747,9.049758843,9.064804506,27000
02-09-2020,9.267913818,9.309288664,8.71499875,9.064802439,38400
03-09-2020,9.015908241,9.173884139,8.718763528,9.173884139,37400
04-09-2020,9.252868652,9.271675009,8.898175061,9.038473033,48800
08-09-2020,9.523686409,9.523686409,9.027191018,9.117462842,67800
09-09-2020,9.65157032,9.723035773,9.501117301,9.670376678,45400
10-09-2020,9.802023888,9.835875908,9.674138635,9.835875908,137800
11-09-2020,12.46880817,12.46880817,11.0959223,11.28775019,783600
14-09-2020,12.72081852,13.13757455,12.35596903,12.78852258,252400
15-09-2020,12.14909649,12.82049388,11.84819035,12.70953533,158400
16-09-2020,12.46128368,13.03526144,12.100195,12.100195,132200
17-09-2020,12.50266171,12.78099932,11.3027965,12.7170574,241600
18-09-2020,13.45197868,13.45197868,12.57710746,12.88474936,208400
21-09-2020,13.29441738,13.58591045,12.96747247,13.42046803,136800
22-09-2020,12.10874939,13.31017098,11.8881608,13.30623106,182200
23-09-2020,11.96300507,13.0580713,11.96300507,12.19541046,114800
24-09-2020,12.36873245,12.60113863,11.91179844,11.91179844,100600
25-09-2020,12.61295319,12.80005916,12.27025238,12.28994826,63000
28-09-2020,13.59378529,13.76710603,13.03719314,13.14472972,272800
29-09-2020,13.19593906,13.80649714,13.0068631,13.80649714,356200
30-09-2020,13.2825985,13.84194799,13.12897438,13.25502501,294000
01-10-2020,13.1565485,13.58984738,12.83354355,13.58984738,140400
02-10-2020,13.46379662,13.56424373,12.94620102,13.01867946,82200
05-10-2020,13.84588814,14.05190187,13.45197953,13.48349144,255200
06-10-2020,13.71589947,14.03890445,13.6174223,13.94042728,106400
07-10-2020,14.08223438,14.14132128,13.04507312,13.79074132,185600
08-10-2020,14.20040512,14.22010025,13.86006871,14.22010025,114200
09-10-2020,14.5746212,14.75188041,14.18465095,14.27918969,126600
12-10-2020,14.5746212,14.75188041,14.02708837,14.5746212,136200
13-10-2020,14.71642494,14.7715719,14.05662836,14.57461761,60600
14-10-2020,14.6494627,14.79127006,14.58643737,14.64552427,83400
15-10-2020,14.7321806,14.8109611,14.07238256,14.46432266,98200
16-10-2020,14.26342773,14.8089919,14.1807073,14.77157011,137400
19-10-2020,14.25949574,14.76763834,14.22010396,14.34615463,121400
20-10-2020,13.36925793,14.61046436,13.17624355,14.42887307,184200
21-10-2020,13.20381832,13.78680295,12.88711543,13.3495641,118000
22-10-2020,12.98716831,13.27865986,12.89656951,13.05807199,51200
23-10-2020,13.27078342,13.29441849,12.95171834,13.08564736,51600
26-10-2020,12.34115696,13.05019292,11.96851974,13.01867951,103200
27-10-2020,12.59325886,12.83748254,12.30176656,12.30176656,38800
28-10-2020,12.30964279,12.55780486,12.0496632,12.31752114,73800
29-10-2020,12.36873245,12.51802373,12.03745541,12.191474,82000
30-10-2020,12.24268055,12.5262945,12.07723889,12.40418303,63000
02-11-2020,11.80938053,12.43569531,11.65181723,12.43569531,110600
03-11-2020,12.05754471,12.26631582,11.32093516,11.32093516,116000
04-11-2020,11.74241638,12.04966539,11.45092408,11.81725923,105400
05-11-2020,11.82119846,12.16389856,11.66166519,11.79362498,92800
06-11-2020,11.38395882,11.87240541,11.27760331,11.85664945,76600
09-11-2020,10.5646286,11.83301478,10.35191835,11.48243562,139000
10-11-2020,11.62818336,11.78574667,10.68280277,10.89945222,157400
11-11-2020,12.46326828,13.58984715,11.81725839,13.51106513,291400
12-11-2020,11.82119846,12.65628512,11.42335064,12.36873124,134400
13-11-2020,12.0654211,12.59798605,11.97876148,12.0575435,150800
16-11-2020,12.24661732,12.49477938,12.14026182,12.24267814,190400
17-11-2020,12.35297394,12.61689198,12.29388705,12.32933888,171600
18-11-2020,12.24661732,12.40811977,12.21904384,12.35297281,105000
19-11-2020,12.19147301,12.71537073,12.01027464,12.71537073,164600
20-11-2020,12.63855934,12.72549304,12.241146,12.241146,116600
23-11-2020,12.41915703,12.73791558,12.34464196,12.73791558,69400
24-11-2020,12.27012634,12.36120066,11.63261005,12.36120066,129000
25-11-2020,12.51022911,12.56404589,12.22044929,12.22044929,67400
27-11-2020,12.60958481,12.6783043,12.51023164,12.51023164,36000
30-11-2020,12.66340065,12.98629902,12.25812212,12.25812212,141200
01-12-2020,12.26598454,13.1353255,11.94101672,12.8414059,217000
02-12-2020,12.16663265,12.55990623,12.0383016,12.27840524,71400
03-12-2020,11.78577805,12.23700742,11.59535138,12.15421352,62600
04-12-2020,11.81061935,11.99690625,11.59535376,11.88099461,133200
07-12-2020,12.46055317,12.62200194,11.98862471,11.98862471,182800
08-12-2020,12.40259743,12.52264965,12.11695739,12.47297268,101600
09-12-2020,12.41087723,12.61786318,12.27012672,12.32808332,75600
10-12-2020,12.59302711,12.65926257,12.25357023,12.42743849,83600
11-12-2020,12.52264881,12.64270103,12.16249294,12.55162672,78600
14-12-2020,12.26598454,12.82070683,12.2287278,12.55576512,108400
15-12-2020,12.605443,12.67995727,12.05072067,12.39845708,114000
16-12-2020,12.88694477,13.19328467,12.44606527,12.63442245,94800
17-12-2020,13.09393215,13.22640384,12.85300097,13.04011615,83600
18-12-2020,12.75861359,13.1518872,12.55162764,13.08979157,148200
21-12-2020,13.060812,13.13532706,12.70065692,12.80001007,123600
22-12-2020,11.83545685,13.6900508,11.74438331,13.04839466,906200
23-12-2020,11.63260841,12.17491128,11.21035696,12.00932271,169400
24-12-2020,11.57051373,11.76922003,11.45874113,11.62432972,39600
28-12-2020,10.74670982,11.68228638,10.59354067,11.68228638,220400
29-12-2020,10.38241386,10.81294496,10.38241386,10.76326799,168200
30-12-2020,10.58526134,10.87090218,10.42381256,10.56870288,160400
31-12-2020,10.61837864,10.90070792,10.49004758,10.58112111,238200
04-01-2021,11.04063129,11.11100655,10.70117444,10.70117444,174200
05-01-2021,11.14412403,11.23105775,11.00958284,11.17724175,158000
06-01-2021,11.49186039,12.02174472,11.13998411,11.13998411,175800
07-01-2021,11.81889629,11.92652907,11.28363098,11.67524801,142000
08-01-2021,11.69056606,11.96378745,11.28073399,11.85615466,174800
11-01-2021,11.41734409,11.85822435,11.21449797,11.69884509,144200
12-01-2021,11.7195425,11.75680003,11.4877185,11.75680003,45600
13-01-2021,11.69470692,11.83959725,11.50428021,11.66158919,122800
14-01-2021,11.96378613,12.16663223,11.71540286,11.71540286,117600
15-01-2021,11.8064785,11.89341222,11.52083767,11.89341222,111000
19-01-2021,11.64089012,11.95550807,11.42562454,11.95550807,83600
20-01-2021,11.69056606,11.83545638,11.49599956,11.78163959,74400
21-01-2021,11.62433147,12.05693216,11.38836761,12.05693216,87600
22-01-2021,11.84373569,11.88513225,11.33454968,11.58293297,56400
25-01-2021,11.54567719,11.91038668,11.45046383,11.87685521,88400
26-01-2021,11.85201359,11.8561534,11.42976291,11.7981976,98200
27-01-2021,11.33455181,11.75266358,11.18552244,11.68642813,155000
28-01-2021,11.58293247,11.99773261,11.40906426,11.52083685,120200
29-01-2021,11.83131599,12.05486118,11.60694332,12.05486118,85600
01-02-2021,13.83080101,14.87152633,12.62614285,12.62614285,614000
02-02-2021,12.79173183,14.43934063,12.74619546,14.43934063,196200
03-02-2021,13.5824194,13.61967693,12.79587211,12.79587211,105800
04-02-2021,14.10816193,14.10816193,13.58241747,13.58241747,123800
05-02-2021,13.8680582,14.42898992,13.52032176,14.36068418,142000
08-02-2021,14.86987209,14.90299061,14.29445132,14.47659999,190400
09-02-2021,15.29626369,15.54464623,14.0916054,14.7332616,290600
10-02-2021,12.62614059,14.21579246,12.22872802,13.97568804,755800
11-02-2021,12.56197643,13.14360721,12.48125204,13.14360721,225200
12-02-2021,12.52264881,12.7362586,12.24942745,12.53092844,152000
16-02-2021,12.45641518,13.07737306,12.45227536,12.7337764,181000
17-02-2021,12.30324364,12.63856142,12.26598611,12.48953129,122000
18-02-2021,11.94722748,12.39638654,11.93480804,12.31566216,171000
19-02-2021,11.97206593,12.30696916,11.86029334,12.01346327,143200
22-02-2021,12.00932503,12.3612013,11.87685414,12.05900121,148200
23-02-2021,11.57879162,12.00932269,11.32212953,12.00932269,232800
24-02-2021,11.44218254,11.54567551,10.99923275,11.40906482,343200
25-02-2021,11.26831532,11.50427997,10.86262303,11.37594811,211600
26-02-2021,11.7733593,12.54334638,11.76507967,12.54334638,442800
01-03-2021,12.33635998,12.39845638,11.79819693,11.80233674,254200
02-03-2021,11.95136929,12.46883417,11.90997194,12.39845891,245800
03-03-2021,11.86029339,12.08797838,11.23105598,12.00104388,650000
04-03-2021,11.7361021,12.78759019,11.54567464,12.06727927,2739600
05-03-2021,11.7195425,12.15835322,11.56637337,11.87271243,1377800
08-03-2021,12.94904137,13.29884734,11.64502924,11.71954431,646000
09-03-2021,12.88280582,13.16844587,12.63442253,13.16430605,227000
10-03-2021,13.92601109,13.97775756,13.00285416,13.02769225,363400
11-03-2021,15.22174644,15.52394573,13.89703609,14.07504413,426000
12-03-2021,15.18449116,15.519809,14.51385704,15.21346907,199800
15-03-2021,14.91126633,15.51152583,14.24477139,15.51152583,310800
16-03-2021,14.89056778,14.98578111,14.6049262,14.90298643,126600
17-03-2021,15.27556229,15.31695884,14.55111153,14.59250808,139600
18-03-2021,15.84270287,16.5381757,15.73093028,16.05382781,333000
19-03-2021,16.45124435,16.59613389,16.14904347,16.23183817,529200
22-03-2021,16.41398239,16.53817361,16.17387799,16.50919572,195200
23-03-2021,15.30453873,16.38500543,15.16378824,16.38500543,325800
24-03-2021,14.35654449,15.71023269,14.21993302,15.46598923,232400
25-03-2021,15.02717781,15.25072299,13.98810916,14.30272707,150000
26-03-2021,15.29211998,15.42873145,14.60906736,15.15136948,120600
29-03-2021,14.94852448,15.49910624,14.79949435,15.27970166,114000
30-03-2021,14.86987209,15.08099868,14.75810105,14.94438717,109400
31-03-2021,14.90299034,15.1795233,14.79121772,14.8657328,288200
01-04-2021,14.64632797,15.07271857,14.34826766,14.83261566,161400
05-04-2021,14.53455162,14.87069687,14.45299817,14.69600039,99000
06-04-2021,14.61320591,14.62562614,14.33998455,14.53455183,179400
07-04-2021,15.32523918,15.557064,14.45589729,14.69186271,232800
08-04-2021,16.06210709,16.14490177,15.42045105,15.50324573,135600
09-04-2021,16.02070999,16.14490122,15.73920902,16.14490122,81800
12-04-2021,15.78474808,16.09936601,15.78060747,16.05796945,67600
13-04-2021,15.68539524,16.08280789,15.43701273,15.83028636,92400
14-04-2021,15.78474808,15.90893932,15.54878423,15.59846042,55200
15-04-2021,15.63572121,15.91101294,15.53636724,15.83028853,95200
16-04-2021,15.43287086,15.67711433,15.21346628,15.67711433,123200
19-04-2021,14.89884663,15.47426721,14.81605195,15.42458945,101400
20-04-2021,14.62562466,14.95266118,14.14541585,14.82433093,125000
21-04-2021,14.9381752,15.11618324,14.50557534,14.63804621,95800
22-04-2021,15.27556229,15.40389255,14.82019229,14.99406129,114200
23-04-2021,15.34179688,15.50945496,15.23002429,15.50945496,57600
26-04-2021,15.61087513,15.72099272,15.34179443,15.50738219,47600
27-04-2021,15.56120396,15.76611961,15.34179935,15.34179935,124400
28-04-2021,15.5777607,15.61501822,15.21760406,15.52394392,84400
29-04-2021,15.61501598,15.79964704,15.39147084,15.73092758,54600
30-04-2021,15.42873287,15.55706473,15.23002655,15.49496831,60800
03-05-2021,16.02484894,16.40570384,15.45770798,15.52394341,182400
04-05-2021,15.86753845,16.30013819,15.48254459,16.19871555,113000
05-05-2021,16.5381794,16.54645903,15.95240872,16.24839872,108000
06-05-2021,15.73507214,16.70293901,15.65020871,16.60027352,129400
07-05-2021,16.32291222,16.4893291,15.77646943,15.77646943,69000
10-05-2021,16.60027504,17.5234339,15.77233112,15.77233112,169200
11-05-2021,16.4885025,17.34956328,16.21776356,16.2401184,271200
12-05-2021,16.25667191,17.01838004,16.02898774,16.45537817,181000
13-05-2021,18.80259895,19.04270336,17.0887559,18.6701281,803800
14-05-2021,19.92032623,20.51644675,19.23313298,19.25383126,753400
17-05-2021,22.50351334,23.07893404,20.47505034,20.49988922,896400
18-05-2021,22.22201347,23.60467979,22.05642407,22.9340457,599000
19-05-2021,21.46030045,22.28410511,20.63649578,21.85771304,738600
20-05-2021,23.32731056,23.51359819,21.38247183,21.82459405,672000
21-05-2021,22.82226944,23.85637004,22.56146672,23.64193355,390000
24-05-2021,22.16819191,22.86159443,21.91070232,22.82226818,359400
25-05-2021,21.91981316,22.66082326,21.86185734,22.04814344,213600
26-05-2021,21.9653511,22.26755042,21.5596588,22.1267999,196800
27-05-2021,21.3816452,22.35075307,21.14568139,22.22614652,284400
28-05-2021,22.07298088,22.1280389,21.39820626,21.48514156,222000
01-06-2021,22.55732918,23.1480663,21.72110576,22.50765141,387800
02-06-2021,21.89083099,22.94645885,21.67142485,22.76845084,326200
03-06-2021,20.98837471,21.89911317,20.89730039,21.89911317,237800
04-06-2021,21.01735115,21.15810164,20.63649622,21.15810164,221600
07-06-2021,21.30299377,21.57621517,20.84762531,21.1995008,209400
08-06-2021,20.94697189,21.35680466,20.8931567,21.30298788,147000
09-06-2021,20.75655174,21.19950157,20.37569834,20.87660398,269800
10-06-2021,20.34257507,20.98009206,20.32601582,20.76896554,300600
11-06-2021,19.78785324,20.67168399,19.6305435,20.49160567,272000
14-06-2021,19.95344353,20.28462069,19.70630228,19.90376735,279800
15-06-2021,20.37569809,20.44607256,19.66366589,19.8830705,167400
16-06-2021,20.90558052,21.01735312,19.76715782,19.96586414,427000
17-06-2021,20.00726318,21.19577587,19.93274811,20.81036812,287800
18-06-2021,20.08177567,20.36741728,19.54526908,20.36120795,577800
21-06-2021,21.10842514,21.11256416,19.78826768,20.07763455,230200
22-06-2021,20.92627716,21.01735147,20.63235752,21.01735147,139200
23-06-2021,20.2846241,21.25745748,20.13559396,21.05047152,179200
24-06-2021,20.42123222,20.56860579,19.86236928,20.52058458,268800
25-06-2021,20.16871262,20.72757408,19.90377084,20.53300677,1152800
28-06-2021,19.61812401,20.50816404,19.11514819,20.34671528,180600
29-06-2021,18.98474884,20.00104889,18.83571873,20.00104889,202200
30-06-2021,19.24969292,19.3863044,18.59561657,18.86883954,181800
01-07-2021,19.37387848,19.51462894,19.00130483,19.26210591,104200
02-07-2021,19.03442574,19.76094678,18.86469734,19.37388253,88800
06-07-2021,19.37387848,19.49558723,18.86055437,19.03856236,150800
07-07-2021,19.20415878,19.54568596,18.95163564,19.37802783,167200
08-07-2021,18.59147835,19.05926705,18.42174993,18.99717063,159200
09-07-2021,18.97233009,19.10893998,18.58650709,19.10893998,90200
12-07-2021,19.22485352,19.50635452,18.70324964,18.94749311,145600
13-07-2021,18.81916046,19.60156703,18.69083019,18.87504755,138800
14-07-2021,18.39276886,19.25176074,18.38862826,19.04270452,100800
15-07-2021,18.46728325,18.77362151,17.80492739,18.63701163,150600
16-07-2021,18.28927994,18.94335476,18.10920158,18.80053552,110000
19-07-2021,18.17336845,18.21476502,17.46961585,17.74283727,145600
20-07-2021,19.03028679,19.13791878,18.05745198,18.11954839,131200
21-07-2021,19.59328651,19.70091849,18.42174553,18.42174553,108400
22-07-2021,19.53947258,19.75887717,19.22071405,19.52705235,82200
23-07-2021,19.59328651,19.85822822,19.15364834,19.78785219,77000
26-07-2021,20.2929039,20.84762634,19.59329192,19.59329192,178400
27-07-2021,20.18526649,20.51230463,19.61812551,20.24322388,116600
28-07-2021,20.34257507,20.52886271,19.81269165,20.3218768,78200
29-07-2021,21.09186935,21.48514299,20.4502132,20.56198423,98200
30-07-2021,21.08773041,21.69626968,20.77104212,20.99251705,167400
02-08-2021,20.80208588,21.64741634,20.68617426,21.46858082,138600
03-08-2021,21.34025192,21.4437449,20.54956563,20.97181717,70600
04-08-2021,21.26573753,21.57621648,21.13368039,21.34025261,88200
05-08-2021,21.15396118,21.65072772,20.98009376,21.31955056,95800
06-08-2021,21.21191978,21.39406684,20.79877539,21.28229425,91400
09-08-2021,20.53300285,21.48099876,20.45062349,21.48099876,270000
10-08-2021,20.7606926,20.89730251,20.28876328,20.45021365,105800
11-08-2021,20.87246132,20.94697638,20.52472646,20.94697638,136400
12-08-2021,20.74827385,21.0794511,20.44193549,20.78139236,163400
13-08-2021,20.74827385,20.95401859,20.47919303,20.89316498,92000
16-08-2021,20.76482773,21.06288796,20.16042921,20.50816563,111000
17-08-2021,20.2183876,20.62822048,19.38506197,20.62822048,245000
18-08-2021,19.60156631,20.19354618,19.56844939,20.13145135,124600
19-08-2021,19.00544548,19.42769691,18.6287312,18.99302683,133800
20-08-2021,19.55189133,19.62640639,19.01331446,19.2331328,144000
23-08-2021,19.8665123,20.15629137,19.496421,19.74231946,82000
24-08-2021,20.09005356,20.21424638,19.68022231,19.8499507,72400
