Date,Closing_Price,Highest_Price_Of_the_Day,Lowest_Price_Of_The_Day,Opening_Price_Of_The_Day,Volume_Sold
08-12-2016,6.583654881,6.647734256,6.363955462,6.647734256,48200
09-12-2016,6.539716721,6.755754443,6.442682378,6.664213059,32200
12-12-2016,6.429866791,6.609287824,6.254107496,6.598303305,34200
13-12-2016,6.360295773,6.497607851,6.283400646,6.283400646,24800
14-12-2016,6.426206112,6.517747513,6.35297341,6.35297341,37200
15-12-2016,6.481129646,6.576332062,6.384461976,6.448174695,13000
16-12-2016,6.506760597,6.547038324,6.389587758,6.481129126,42000
19-12-2016,6.569010258,6.590979995,6.457329652,6.481130608,39000
20-12-2016,6.814339638,6.825324155,6.412289409,6.52506858,38800
21-12-2016,6.700829506,6.733784462,6.536055422,6.708152985,38800
22-12-2016,6.719137669,6.766738881,6.616611068,6.616611068,18200
23-12-2016,6.872927666,6.898559143,6.70851885,6.828987492,20400
27-12-2016,6.905881882,6.949821353,6.792370068,6.894896665,51800
28-12-2016,6.953482151,6.953482151,6.781384633,6.869264261,29200
29-12-2016,6.949820042,6.949820042,6.777722532,6.909542317,33800
30-12-2016,7.140228271,7.242754878,6.821663934,6.938837497,23600
03-01-2017,7.074316978,7.312324401,6.937004923,7.312324401,59600
04-01-2017,6.982775211,7.198812889,6.982775211,7.06333206,18800
05-01-2017,7.129241467,7.147550159,6.927850737,7.019392105,19600
06-01-2017,7.048686028,7.107272453,6.975452647,7.107272453,13000
09-01-2017,7.14755106,7.32331034,7.019392989,7.066994199,26400
10-01-2017,7.213460445,7.308662858,7.028546482,7.028546482,17600
11-01-2017,7.176844597,7.217122331,7.034039564,7.217122331,54600
12-01-2017,7.176844597,7.198814333,7.140227904,7.195152594,55600
13-01-2017,7.085305214,7.14022992,7.061504252,7.103613216,2400
17-01-2017,7.176844597,7.176844597,6.829353025,7.019393306,29600
18-01-2017,7.019392014,7.158534583,6.86560249,7.030377229,35600
19-01-2017,6.997423649,6.997423649,6.902220525,6.924190262,18000
20-01-2017,6.968128204,6.968128204,6.914301424,6.914301424,4200
23-01-2017,7.077978134,7.117889895,6.957143563,6.971790517,37000
24-01-2017,6.909544468,7.035871335,6.909544468,7.035871335,2000
25-01-2017,7.045023441,7.173181493,6.905880872,6.905880872,10200
26-01-2017,6.993762016,7.023055232,6.920528628,7.012070014,8000
27-01-2017,6.993762016,6.993762016,6.895629779,6.895629779,8200
30-01-2017,6.993762016,7.03037871,6.898558891,6.898558891,17200
31-01-2017,6.946158886,6.957144102,6.905881158,6.938836107,47000
01-02-2017,6.847295761,6.971792098,6.781385853,6.876588976,49000
02-02-2017,6.850957394,6.854619133,6.634920353,6.828987655,41400
03-02-2017,6.828988075,6.876589993,6.788710335,6.807018336,7800
06-02-2017,6.766470432,6.832296737,6.744406051,6.79515476,10200
07-02-2017,6.803244591,6.825308971,6.709470447,6.788534536,11800
08-02-2017,7.218793392,7.321761665,6.946663709,7.244535986,76600
09-02-2017,7.641699314,7.641699314,7.262923795,7.303375747,63200
10-02-2017,7.821893692,7.891764356,7.538731417,7.586537698,27600
13-02-2017,7.902797222,7.965313562,7.785855354,7.862345266,47400
14-02-2017,7.81085968,7.873376006,7.711568922,7.805711302,22800
15-02-2017,7.866021156,7.906473104,7.465181301,7.615955848,22400
16-02-2017,7.60860157,7.840279312,7.60860157,7.840279312,73000
17-02-2017,7.63066721,7.814538709,7.549764003,7.681783464,52600
21-02-2017,7.509312153,7.715248038,7.465182684,7.638022344,40000
22-02-2017,7.255567551,7.652729871,7.110308931,7.439439008,71000
23-02-2017,7.31072855,7.384277411,6.994470133,7.20040596,75200
24-02-2017,7.068018436,7.356696563,6.673430313,7.226147999,29200
27-02-2017,7.093762875,7.229827393,6.946665112,7.042278377,20600
28-02-2017,6.862082005,7.101114733,6.805081606,7.101114733,20000
01-03-2017,6.924599171,6.979760469,6.667178846,6.979760469,37000
02-03-2017,6.873115063,6.961373275,6.847373172,6.924598845,21200
03-03-2017,6.94666338,6.987115324,6.730430789,6.825308247,18400
06-03-2017,6.895179272,6.946663052,6.858404842,6.909889324,8400
07-03-2017,6.917246342,6.979762686,6.854729997,6.89885947,10000
08-03-2017,6.891503334,6.983439079,6.865761438,6.968729724,13400
09-03-2017,6.766470432,6.954019429,6.737051023,6.840019306,15400
10-03-2017,6.689244747,6.895180612,6.549502027,6.748083566,25200
13-03-2017,6.700276375,6.810599682,6.534792466,6.645115072,24200
14-03-2017,6.740727901,6.891502447,6.534792056,6.534792056,22600
15-03-2017,6.784857273,6.92827679,6.676740623,6.74808284,26800
16-03-2017,6.707631588,6.983438811,6.707631588,6.862083661,10400
17-03-2017,6.909890175,6.909890175,6.663502377,6.663502377,44400
20-03-2017,6.854730129,6.873117702,6.718665595,6.873117702,11600
21-03-2017,6.549501896,6.766470298,6.549501896,6.766470298,3800
22-03-2017,6.395051479,6.641439353,6.306793231,6.527439203,121000
23-03-2017,6.417114258,6.475953069,6.262662203,6.284726582,46000
24-03-2017,6.406082153,6.549501678,6.387695287,6.435501561,22800
27-03-2017,6.336211205,6.512727662,6.255308004,6.402405051,46600
28-03-2017,6.3251791,6.435501706,6.196468926,6.266340283,136000
29-03-2017,6.42079258,6.604664084,6.396889789,6.531115903,9200
30-03-2017,6.306790352,6.488823389,6.196467767,6.369306671,49600
31-03-2017,6.281050205,6.31414713,6.196469486,6.284727719,42600
03-04-2017,6.395051479,6.714988245,6.395051479,6.612019937,17200
04-04-2017,6.475955009,6.619374567,6.398728608,6.619374567,11400
05-04-2017,6.516405106,6.552076218,6.214855986,6.552076218,14200
06-04-2017,6.623050213,6.792211623,6.325178638,6.435501236,20200
07-04-2017,6.615695953,6.667179745,6.494340801,6.667179745,10800
10-04-2017,6.612018585,6.612018585,6.270017503,6.505373486,14800
11-04-2017,6.512726307,6.593630192,6.4538875,6.542146412,23400
12-04-2017,6.39872694,6.560534028,6.395049427,6.527437108,12400
13-04-2017,6.457565308,6.58995298,6.350920228,6.37666212,8400
17-04-2017,6.361953259,6.531115394,6.361953259,6.520082852,44600
18-04-2017,6.332532883,6.4207911,6.277371585,6.30679099,14200
19-04-2017,6.372984409,6.43550073,6.288403711,6.292081224,13200
20-04-2017,6.306790352,6.406081099,6.292081001,6.306790352,14600
21-04-2017,6.262663364,6.319663079,6.262663364,6.310469644,22000
24-04-2017,6.303113461,6.303113461,6.099016027,6.251629676,10200
25-04-2017,6.369307995,6.369307995,6.303114149,6.317824205,6000
26-04-2017,6.52743721,6.52743721,6.222210597,6.410862905,14800
27-04-2017,6.571566582,6.582598421,6.475953334,6.4943402,4800
28-04-2017,6.453888416,6.604662968,6.439546604,6.5311148,15000
01-05-2017,6.387695313,6.516404783,6.387695313,6.516404783,14400
02-05-2017,6.361953259,6.608341083,6.330327901,6.428147107,5800
03-05-2017,6.523760796,6.553180208,6.387696277,6.387696277,13800
04-05-2017,6.347243309,6.372985203,6.347243309,6.372985203,600
05-05-2017,6.277371883,6.485146841,6.22956561,6.402404539,23400
08-05-2017,6.25346899,6.270017452,6.025468738,6.270017452,12200
09-05-2017,6.240597248,6.431823739,6.170726597,6.170726597,15000
10-05-2017,5.571304798,6.251629304,5.466498128,6.251629304,94600
11-05-2017,5.933607101,5.94469821,5.56391229,5.56391229,30200
12-05-2017,5.693305492,5.892940871,5.685911772,5.885547151,6400
15-05-2017,5.733971596,5.777225788,5.717704779,5.717704779,18800
16-05-2017,5.745062351,5.796819797,5.689608222,5.689608222,14400
17-05-2017,5.804214001,5.878152963,5.456700702,5.730275038,25800
18-05-2017,6.040819168,6.417908413,5.767244825,5.767244825,12400
19-05-2017,6.284817219,6.358756527,5.911425052,6.014939943,17000
22-05-2017,6.236757755,6.395726084,5.966879748,6.166515476,23000
23-05-2017,6.014940739,6.11106157,5.922516944,6.092576388,7600
24-05-2017,5.774637699,6.011242702,5.774637699,6.011242702,12400
25-05-2017,5.89663744,5.89663744,5.804213654,5.804213654,11800
26-05-2017,5.915121555,6.118453577,5.804212956,5.952091206,18200
30-05-2017,5.959486961,6.212727977,5.959486961,6.212727977,1600
31-05-2017,6.000151634,6.155423613,5.95948565,6.155423613,9600
01-06-2017,5.855970383,6.273725531,5.811607013,6.273725531,25000
02-06-2017,5.674820423,6.005697736,5.674820423,5.863364673,53400
05-06-2017,5.660033226,6.255242325,5.637851361,5.730275153,35800
06-06-2017,5.637851715,5.652639509,5.637851715,5.637851715,4000
07-06-2017,5.619366646,5.822699065,5.575003267,5.822699065,24200
08-06-2017,5.674820423,5.759850134,5.626760014,5.626760014,3600
09-06-2017,6.009392738,6.114756477,5.637849523,5.637849523,20800
12-06-2017,6.173908234,6.236756427,5.582395954,5.737667918,51400
13-06-2017,6.214575291,6.42899845,6.170212267,6.266333091,21000
14-06-2017,6.203485012,6.281120657,6.201266649,6.281120657,4000
15-06-2017,6.107363701,6.192393411,6.103666665,6.122151139,5200
16-06-2017,5.915121555,6.227513659,5.915121555,6.227513659,55600
19-06-2017,6.148028851,6.148028851,5.730273722,5.970575382,51000
20-06-2017,5.796819687,6.205702124,5.793122651,5.937303524,58000
21-06-2017,5.859667778,5.907727833,5.715486555,5.730274345,40200
22-06-2017,5.660033226,5.854492895,5.660033226,5.767244812,33600
23-06-2017,5.700698376,5.915121502,5.656335007,5.859667379,85600
26-06-2017,5.767245293,6.036382932,5.722881558,5.869281177,54800
27-06-2017,5.71548748,5.885547277,5.71548748,5.785729409,19600
28-06-2017,5.737669468,5.874456645,5.678517942,5.682214978,19800
29-06-2017,6.007546425,6.085182071,5.763547673,5.767244709,39800
30-06-2017,6.058193207,6.251544007,6.051909022,6.2404529,13800
03-07-2017,6.155423641,6.184999223,6.040818351,6.184999223,16600
05-07-2017,6.062999249,6.222707937,6.026029599,6.203483776,5200
06-07-2017,6.148028851,6.281119305,6.033423574,6.033423574,35400
07-07-2017,6.177605629,6.410513969,6.177605629,6.192393773,24400
10-07-2017,6.159121037,6.369847156,6.159121037,6.369847156,6000
11-07-2017,5.737669468,6.210878856,5.737669468,6.210878856,66800
12-07-2017,5.538032532,5.94469729,5.538032532,5.759849737,62200
13-07-2017,5.587942123,5.611972506,5.453003478,5.556518021,16800
14-07-2017,5.478882313,5.660033214,5.478882313,5.545427556,17200
17-07-2017,5.563911438,5.563911438,5.50845696,5.549123648,12800
18-07-2017,5.48627615,5.604578486,5.482579114,5.482579114,9800
19-07-2017,5.46039772,5.575003023,5.46039772,5.501064061,9800
20-07-2017,5.512154579,5.550972753,5.453003412,5.453003412,10400
21-07-2017,5.538032532,5.541729567,5.508456951,5.512153987,30400
24-07-2017,5.497366905,5.549124354,5.491821351,5.549124354,17200
25-07-2017,5.456700802,5.575003144,5.456700802,5.545427558,22600
26-07-2017,5.515851498,5.541730045,5.489972951,5.489972951,9000
27-07-2017,5.508456707,5.560214147,5.508456707,5.560214147,6000
28-07-2017,5.560216427,5.560216427,5.508458966,5.508458966,7400
31-07-2017,5.571305275,5.615668646,5.508457077,5.532487457,8800
01-08-2017,5.726577282,5.726577282,5.582396412,5.615668676,16600
02-08-2017,5.704395294,5.787576477,5.663728609,5.763546452,3600
03-08-2017,5.730274677,5.767244332,5.633045027,5.708092814,6400
04-08-2017,5.708093166,5.785729165,5.708093166,5.74875986,6200
07-08-2017,5.989063263,6.022335891,5.704397754,5.704397754,24800
08-08-2017,6.066697121,6.077788229,5.970576301,6.02603043,23600
09-08-2017,6.196091652,6.221970203,5.999413957,6.063001154,68600
10-08-2017,6.136940002,6.210878614,6.05930365,6.173909661,25600
11-08-2017,6.048213482,6.125849133,6.011243822,6.011243822,26800
14-08-2017,6.038969517,6.155423678,6.00754577,6.155423678,23000
15-08-2017,6.477058887,6.519573743,6.055605957,6.063000029,116200
16-08-2017,6.636027813,6.758027177,6.395725416,6.395725416,53000
17-08-2017,6.395726204,6.63602863,6.284817934,6.525119655,49400
18-08-2017,6.29960537,6.453028482,6.218271989,6.340271354,86000
21-08-2017,6.392028332,6.491106484,6.284816419,6.406815768,174400
22-08-2017,6.373544693,6.469665523,6.358757253,6.451181046,62000
23-08-2017,6.425301552,6.469665281,6.336574798,6.406817076,115800
24-08-2017,6.336573601,6.51328809,6.284816514,6.506633708,57400
25-08-2017,6.351362228,6.399422283,6.31069554,6.366149666,15200
28-08-2017,6.406816483,6.443786136,6.30699863,6.310695666,19200
29-08-2017,6.432695389,6.536210283,6.329181199,6.369847186,116800
30-08-2017,6.432695389,6.647118545,6.358756783,6.469665044,87000
31-08-2017,6.336573601,6.562087831,6.327331365,6.552845595,62000
01-09-2017,6.421604156,6.436391594,6.281119625,6.358755962,68400
05-09-2017,6.510333538,6.517726907,6.373545986,6.414212689,79600
06-09-2017,6.636027813,6.636027813,6.45487658,6.514028449,31200
07-09-2017,6.617544174,6.617544174,6.406818016,6.573181143,77200
08-09-2017,6.60275507,6.709966288,6.51033129,6.617542508,14600
11-09-2017,6.665604591,6.798694382,6.562089683,6.624937894,38000
12-09-2017,6.957662106,6.962837815,6.669300361,6.676693727,92800
13-09-2017,6.221970081,6.595362312,5.992758751,6.099970696,104400
14-09-2017,6.281119347,6.373543117,6.159119998,6.225665225,64000
15-09-2017,6.3145504,6.52255892,6.266262973,6.307121347,71800
18-09-2017,6.325695038,6.392554399,6.292265003,6.341295626,48400
19-09-2017,6.180830479,6.299692494,6.158544028,6.273691517,25800
20-09-2017,6.095398426,6.203117569,6.080541029,6.12511393,29800
21-09-2017,6.054540157,6.132172567,6.02482465,6.061969211,104000
22-09-2017,6.18454504,6.336837087,6.03596752,6.03596752,145400
25-09-2017,6.110256672,6.162258627,6.039682084,6.154829574,31000
26-09-2017,6.154829025,6.329408217,6.113969945,6.113969945,53200
27-09-2017,6.173402786,6.25883478,6.147401098,6.217975693,20800
28-09-2017,6.206831932,6.206831932,6.136258048,6.177116426,4400
29-09-2017,6.132542133,6.208688145,6.128827607,6.180829554,36800
02-10-2017,6.136257172,6.191973649,6.11768454,6.128828119,9800
03-10-2017,6.132542133,6.217974106,6.110255686,6.136256659,37400
04-10-2017,6.18454504,6.318265163,6.169687642,6.188259567,16400
05-10-2017,6.188258648,6.240260595,6.091683097,6.154828622,141600
06-10-2017,6.232833385,6.385125437,6.210546225,6.211289414,69400
09-10-2017,6.084255219,6.273691831,6.0805414,6.273691831,8000
10-10-2017,6.195689201,6.303407648,6.099113627,6.102828154,14200
11-10-2017,6.299692154,6.351694814,6.091683638,6.128828193,100000
12-10-2017,6.281120777,6.399982797,6.262548852,6.399982797,6600
13-10-2017,6.188258648,6.281119673,6.188258648,6.240260595,19000
16-10-2017,6.10654211,6.295978715,6.10654211,6.184545043,24000
17-10-2017,6.147399902,6.27369096,6.084254374,6.084254374,6000
18-10-2017,6.121398926,6.121398926,6.084254372,6.110256056,4400
19-10-2017,6.035966873,6.113969797,6.021108768,6.054538796,24800
20-10-2017,5.998823166,6.074969192,5.972822188,6.069397756,38600
23-10-2017,6.050826073,6.082398488,5.969107899,6.043397019,58600
24-10-2017,5.972821712,6.017395321,5.969107186,6.017395321,11000
25-10-2017,5.943105698,6.024823146,5.761098171,6.024823146,31400
26-10-2017,5.842815876,5.905961405,5.787099399,5.905961405,5400
27-10-2017,5.842815876,5.924533682,5.842815876,5.868817205,3600
30-10-2017,5.690524101,5.83910197,5.664523125,5.82795839,43800
31-10-2017,5.768527508,5.868817598,5.590234487,5.757384283,53000
01-11-2017,5.571662903,5.731384019,5.534518342,5.731384019,92800
02-11-2017,5.957964897,5.972822296,5.56051939,5.567948089,49200
03-11-2017,5.775956631,6.02110936,5.757384352,6.02110936,54600
06-11-2017,5.657094955,5.761099586,5.627379448,5.705382744,8600
07-11-2017,5.768527508,5.874760627,5.697953276,5.697953276,18000
08-11-2017,5.809015274,5.809015274,5.664523517,5.749955504,26600
09-11-2017,5.857674599,5.872532351,5.63480796,5.735097699,22400
10-11-2017,5.716525078,5.813100279,5.686809577,5.801957055,15800
13-11-2017,5.649665833,5.701668144,5.649665833,5.701668144,5200
14-11-2017,5.645951271,5.716525861,5.60509254,5.645951271,31600
15-11-2017,5.608806133,5.710581526,5.571661581,5.571661581,77400
16-11-2017,5.579091549,5.642236731,5.575377022,5.605092527,11400
17-11-2017,5.80938673,5.813100903,5.571662343,5.571662343,51000
20-11-2017,5.612520695,5.722096742,5.593948772,5.720239479,10000
21-11-2017,5.582805634,5.62737889,5.553090129,5.579091461,45000
22-11-2017,5.620149136,5.766160905,5.575337359,5.575337359,13200
24-11-2017,5.530525208,5.579071029,5.48197903,5.549196513,8800
27-11-2017,5.328872204,5.409159745,5.246717104,5.409159745,8800
28-11-2017,5.556665421,5.594008388,5.21012053,5.33260619,34000
29-11-2017,5.302732468,5.552931848,5.24671783,5.552931848,36800
30-11-2017,5.549196243,5.63508574,5.22431063,5.272856806,83600
01-12-2017,5.325138092,5.504385203,5.257920247,5.504385203,30800
04-12-2017,5.287793159,5.431190876,5.224309738,5.235512946,41200
05-12-2017,5.22804594,5.30273224,5.116016313,5.22804594,28200
06-12-2017,5.018922806,5.228044753,5.018922806,5.220575946,28800
07-12-2017,4.87328577,5.041330034,4.720551994,5.018923966,100800
08-12-2017,4.690303326,4.977845612,4.686568922,4.90689373,24000
11-12-2017,4.925564766,4.996517,4.671631411,4.720177582,30800
12-12-2017,5.302732468,5.340075797,4.947972263,4.947972263,406800
13-12-2017,5.459573746,5.579071827,5.269870578,5.280326624,82800
14-12-2017,5.616415024,5.694835727,5.452105166,5.694835727,74400
15-12-2017,5.541727543,5.754583539,5.526790286,5.694834512,40600
18-12-2017,5.567867756,5.63508559,5.523055985,5.586539416,14000
19-12-2017,5.340075016,5.493182003,5.340075016,5.455838679,18800
20-12-2017,5.347542763,5.459572364,5.302730994,5.340074313,26200
21-12-2017,5.235513687,5.392354706,5.231779284,5.302731165,45200
22-12-2017,5.280326366,5.467042287,5.276591963,5.276591963,19200
26-12-2017,5.414761066,5.452104389,5.209373506,5.448369985,17200
27-12-2017,5.440901756,5.541728523,5.349410999,5.392355575,14200
28-12-2017,5.407292366,5.500650317,5.396089512,5.433432835,43600
29-12-2017,5.470776081,5.489447744,5.399824191,5.41476145,12600
02-01-2018,5.463308334,5.508120116,5.452852288,5.508120116,7800
03-01-2018,5.347542763,5.489446876,5.31766825,5.489446876,19000
04-01-2018,5.470776081,5.489447744,5.303852224,5.36621527,34400
05-01-2018,5.429698944,5.900223148,5.418496089,5.470776318,49800
08-01-2018,5.343809605,5.590274554,5.332606393,5.547329623,13800
09-01-2018,5.302732468,5.713507666,5.302732468,5.384887579,22400
10-01-2018,5.295263767,5.668695619,5.093610582,5.407293038,56000
11-01-2018,5.168296337,5.325137727,5.157093482,5.325137727,45000
12-01-2018,5.239248276,5.427831385,5.239248276,5.278458802,24400
16-01-2018,5.22804594,5.310201048,5.194437017,5.246717604,49200
17-01-2018,5.231780052,5.313934799,5.194436727,5.194436727,13200
18-01-2018,5.134687424,5.216842522,5.134687424,5.190702053,23600
19-01-2018,5.168296337,5.175764788,5.128339002,5.142156224,9600
22-01-2018,5.007719517,5.138420767,4.989047859,5.138420767,34200
23-01-2018,5.101078033,5.224310492,5.007720089,5.007720089,64200
24-01-2018,5.071204185,5.134687625,5.052532523,5.134687625,9800
25-01-2018,5.157093048,5.190701609,5.138421388,5.172030305,6000
26-01-2018,5.145890236,5.220576527,5.145890236,5.164561898,10600
29-01-2018,4.992784023,5.123485319,4.947972242,5.123485319,24400
30-01-2018,5.078673363,5.228045962,5.003986707,5.228045962,23000
31-01-2018,5.037595272,5.071204194,5.037595272,5.071204194,21800
01-02-2018,4.992784023,5.048799017,4.981581167,5.022658544,11200
02-02-2018,4.93303442,4.970377745,4.905027104,4.93303442,35000
05-02-2018,4.835941792,4.940502597,4.81727013,4.940502597,75600
06-02-2018,4.496118546,4.89569043,4.245919228,4.835941403,114000
07-02-2018,4.589476109,5.235513209,4.41396309,4.41396309,39000
08-02-2018,4.529727936,4.627940329,4.492384612,4.627940329,50600
09-02-2018,4.160030365,4.481181584,3.879956516,4.481181584,110400
12-02-2018,4.148745537,4.272869358,4.077280448,4.23149487,49800
13-02-2018,4.144984722,4.2126884,4.107371289,4.107371289,30200
14-02-2018,4.137462616,4.185607733,4.126178727,4.1337012,31800
15-02-2018,4.197644234,4.235257677,4.109253108,4.160031149,22600
16-02-2018,4.201405525,4.235257552,4.163792083,4.193882693,21200
20-02-2018,4.054712772,4.23525676,4.032144998,4.160030248,43400
21-02-2018,4.126178741,4.160030766,4.039667973,4.084803886,16800
22-02-2018,4.062235355,4.137461863,4.054712525,4.088564543,16200
23-02-2018,4.163791656,4.21720261,4.032145339,4.039667811,29800
26-02-2018,4.17131424,4.205166261,4.17131424,4.19764343,3200
27-02-2018,4.197644234,4.235257677,4.152508317,4.175076455,24000
28-02-2018,4.190120697,4.242779074,4.144984791,4.193881753,3600
01-03-2018,4.118654728,4.171313457,4.118654728,4.163790628,28000
02-03-2018,4.242779255,4.242779255,4.118655419,4.118655419,17400
05-03-2018,4.17131424,4.250302169,4.133700803,4.205166261,16800
06-03-2018,4.261587143,4.329291202,4.171315303,4.205167333,20200
07-03-2018,4.216449738,4.250301755,4.205165851,4.216449738,6200
08-03-2018,4.284153461,4.419561164,4.223971902,4.280392047,6000
09-03-2018,4.321768284,4.415801538,4.254064585,4.254064585,44000
12-03-2018,4.318006992,4.438369805,4.318006992,4.400756359,33400
13-03-2018,4.325529099,4.41956234,4.280393186,4.280393186,29400
14-03-2018,4.344335556,4.419562073,4.325528837,4.336812725,16200
15-03-2018,4.291676521,4.329289956,4.223972482,4.329289956,4200
16-03-2018,4.156269073,4.502311408,4.156269073,4.355619432,56400
19-03-2018,4.175075531,4.190120833,4.156268813,4.160030229,4800
20-03-2018,4.381948471,4.581299181,4.163791401,4.163791401,18800
21-03-2018,4.20516634,4.521118064,4.20516634,4.306722046,31800
22-03-2018,4.23901844,4.295438238,4.193882171,4.193882171,12600
23-03-2018,4.434608459,4.438369876,4.193883188,4.235258052,15200
26-03-2018,4.325529099,4.378187843,4.265347881,4.378187843,21800
27-03-2018,4.44024992,4.464698406,4.201405393,4.201405393,131000
28-03-2018,4.513595581,4.594464226,4.445891533,4.453414364,30000
29-03-2018,4.607628822,4.626435542,4.513595581,4.521118413,20600
02-04-2018,4.517355919,4.619287894,4.513594504,4.619287894,14800
03-04-2018,4.671572208,4.671572208,4.570016119,4.606125142,16400
04-04-2018,4.528639793,4.818262279,4.521117322,4.626434427,30600
05-04-2018,4.712194443,4.712194443,4.509834837,4.513596254,1200
06-04-2018,4.521118641,4.675333107,4.513595809,4.675333107,13200
09-04-2018,4.513595581,4.547447605,4.513595581,4.547447605,10200
10-04-2018,4.528639793,4.566253224,4.524878379,4.539923679,4000
11-04-2018,4.611391068,4.664049463,4.611391068,4.649004156,3600
12-04-2018,4.724230289,4.776888676,4.645242351,4.645242351,21200
13-04-2018,4.829546928,4.833308344,4.724229807,4.724229807,37200
16-04-2018,4.829546928,4.829546928,4.829546928,4.829546928,400
17-04-2018,5.062749863,5.077795167,4.803218268,4.803218268,20000
18-04-2018,5.277145386,5.333565546,4.980000358,4.980000358,29800
19-04-2018,5.250816822,5.514109857,5.228248684,5.228248684,19000
20-04-2018,5.2470541,5.41631384,5.2470541,5.41631384,4200
23-04-2018,5.171827793,5.280906329,5.171827793,5.280906329,2000
24-04-2018,5.2470541,5.28090612,5.115407795,5.201918193,27400
25-04-2018,5.250816822,5.258339296,5.160544986,5.183112766,12000
26-04-2018,5.232009411,5.453927914,5.232009411,5.254577546,10000
27-04-2018,5.262099743,5.307235653,5.190634642,5.288429293,19200
30-04-2018,5.051465511,5.55548371,5.047704096,5.280906476,14600
01-05-2018,5.149260521,5.361775863,5.11916991,5.361775863,4000
02-05-2018,5.077795029,5.25833868,4.995045676,5.164305438,15800
03-05-2018,5.145499706,5.213203404,5.058988927,5.160545012,4200
04-05-2018,5.096601963,5.119169741,5.077795242,5.119169741,1400
07-05-2018,5.043942451,5.153020985,4.991284072,5.153020985,11800
08-05-2018,5.002567291,5.107884395,5.002567291,5.064629201,5200
09-05-2018,4.897251129,4.946148096,4.810740365,4.916057489,44600
10-05-2018,5.032659054,5.032659054,4.822024438,4.852115046,36400
11-05-2018,5.021375179,5.021375179,5.010090932,5.017613764,2400
14-05-2018,4.934864521,5.028897763,4.912296744,5.025136348,10200
15-05-2018,5.040181637,5.149260183,4.870921873,4.893490009,28200
16-05-2018,4.912296295,5.133086288,4.893489577,5.002568114,14600
17-05-2018,4.878443718,4.904772906,4.852114172,4.859637002,6800
18-05-2018,5.047705173,5.047705173,4.874683969,4.912297415,4000
21-05-2018,4.983762264,5.156783459,4.983762264,4.98752368,3200
22-05-2018,4.980000019,5.036796101,4.949909413,5.036796101,3000
23-05-2018,4.968716145,5.07967539,4.968716145,4.976238617,3800
24-05-2018,4.972477913,5.141737676,4.964955081,5.141737676,4000
25-05-2018,4.972477913,4.972477913,4.972477913,4.972477913,0
29-05-2018,5.12293005,5.156782068,4.964954203,5.156782068,3800
30-05-2018,5.186873913,5.277145744,5.111647387,5.111647387,15400
31-05-2018,5.190634251,5.219220432,5.190634251,5.198156722,3400
01-06-2018,5.288430214,5.322281883,5.183112714,5.322281883,3000
04-06-2018,5.250816822,5.329804768,5.24329399,5.315135389,2800
05-06-2018,5.179350376,5.183111433,5.03529133,5.183111433,17400
06-06-2018,5.205679417,5.389984452,5.205679417,5.337325717,7200
07-06-2018,5.211322308,5.233890444,5.205680542,5.209441958,1800
08-06-2018,5.186873913,5.23953266,5.186873913,5.222606647,2600
11-06-2018,5.22072506,5.318519706,5.160543849,5.160543849,2600
12-06-2018,5.186873913,5.265861855,5.11916986,5.235771245,4400
13-06-2018,5.16430378,5.273382649,5.074031983,5.186871908,39400
14-06-2018,5.239531517,5.247053989,5.168066064,5.247053989,11600
15-06-2018,5.22072506,5.228247532,5.156782433,5.156782433,7000
18-06-2018,5.188753128,5.36741639,5.160543234,5.26586034,16000
19-06-2018,5.190634251,5.288428894,5.116535878,5.208688398,6800
20-06-2018,5.216965675,5.262101601,5.216965675,5.262101601,2400
21-06-2018,5.209442139,5.277898046,5.017614225,5.200414884,6800
22-06-2018,5.141737461,5.194396203,5.055226696,5.149259934,7200
25-06-2018,4.867160797,5.250816624,4.799457102,5.250816624,7200
26-06-2018,5.021375179,5.145499028,4.814501979,5.145499028,23000
27-06-2018,4.923581123,5.124812225,4.884086971,4.991285179,58000
28-06-2018,4.964954853,5.002568291,4.885966919,5.002568291,26400
29-06-2018,4.995045662,5.096601734,4.878444644,4.934864445,27200
02-07-2018,4.893489361,5.002567893,4.848353454,4.949909155,10800
03-07-2018,5.115407944,5.115407944,5.115407944,5.115407944,1400
05-07-2018,4.889729023,4.980000857,4.814502494,4.976239441,17400
06-07-2018,4.938625813,4.938625813,4.889728485,4.889728485,1600
09-07-2018,4.889729023,4.938626356,4.852115579,4.931856094,38400
10-07-2018,4.840830803,4.889728127,4.840830803,4.889728127,2600
11-07-2018,4.85963726,4.85963726,4.837069128,4.838949835,4800
12-07-2018,4.840830803,4.863398937,4.761842873,4.863398937,20200
13-07-2018,4.795695305,4.852115106,4.758081865,4.788172473,10600
16-07-2018,4.795695305,4.795695305,4.758081865,4.780650001,15400
17-07-2018,4.776888371,4.848353832,4.758081651,4.780649786,5200
18-07-2018,4.70166254,4.848354541,4.675333345,4.75432129,55000
19-07-2018,4.66028738,4.750559202,4.649003133,4.750559202,10800
20-07-2018,4.690377235,4.74303561,4.607627899,4.652763803,20200
23-07-2018,4.671572208,4.743037325,4.611390982,4.743037325,2000
24-07-2018,4.607628822,4.682855344,4.607628822,4.633958015,12000
25-07-2018,4.662168503,4.664048852,4.607629048,4.630197185,162000
26-07-2018,4.75055933,4.758081803,4.615151593,4.615151593,17800
